country,code,year,share
Albania,ALB,2008,23.1722793579102
Albania,ALB,2013,13.9556798934937
Algeria,DZA,2013,1.65223002433777
Andorra,AND,2008,261.350769042969
Andorra,AND,2013,218.855285644531
Angola,AGO,2013,3.17640995979309
Arab World,,2008,3.07477998733521
Arab World,,2013,3.63486003875732
Argentina,ARG,2008,0.40667000412941
Armenia,ARM,2008,3.7466299533844
Armenia,ARM,2013,5.63566017150879
Aruba,ABW,2008,3.84180998802185
Australia,AUS,2008,0.877960026264191
Australia,AUS,2013,0.837819993495941
Austria,AUT,2008,3.59296989440918
Austria,AUT,2013,3.69739007949829
Azerbaijan,AZE,2008,4.01905012130737
Bangladesh,BGD,2008,1.28301000595093
Belarus,BLR,2008,5.46834993362427
Belarus,BLR,2013,6.38568019866943
Belgium,BEL,2008,2.44848990440369
Belgium,BEL,2013,3.3441801071167
Belize,BLZ,2008,15.0872001647949
Belize,BLZ,2013,8.91018009185791
Benin,BEN,2008,6.75565004348755
Bermuda,BMU,2008,110.897438049316
Bermuda,BMU,2013,131.860458374023
Bhutan,BTN,2008,28.9210090637207
Bhutan,BTN,2013,40.4692192077637
Bosnia and Herzegovina,BIH,2008,14.5968103408813
Bosnia and Herzegovina,BIH,2013,9.6478796005249
Botswana,BWA,2008,15.5957202911377
Botswana,BWA,2013,7.97002983093262
Brazil,BRA,2008,0.386070013046265
Brazil,BRA,2013,0.437669992446899
Brunei,BRN,2008,51.8459091186523
Brunei,BRN,2013,38.255989074707
Bulgaria,BGR,2008,8.79386043548584
Bulgaria,BGR,2013,8.6719799041748
Burkina Faso,BFA,2008,7.00246000289917
Burkina Faso,BFA,2013,4.91418981552124
Burundi,BDI,2008,6.56943988800049
Burundi,BDI,2013,4.49278020858765
Cambodia,KHM,2008,2.26387000083923
Cameroon,CMR,2008,12.7711601257324
Cape Verde,CPV,2008,51.3813018798828
Cape Verde,CPV,2013,35.4396514892578
Cayman Islands,CYM,2008,39.0350914001465
Central African Republic,CAF,2008,10.1128797531128
Chad,TCD,2008,17.4956092834473
Chile,CHL,2008,0.884530007839203
Chile,CHL,2013,0.76120001077652
China,CHN,2008,1.72298002243042
China,CHN,2013,2.08896994590759
Colombia,COL,2008,1.35196995735168
Colombia,COL,2013,1.20939004421234
Comoros,COM,2013,67.0844192504883
Congo,COG,2013,21.7828807830811
Costa Rica,CRI,2013,1.03454005718231
Cote d'Ivoire,CIV,2013,4.15471982955933
Croatia,HRV,2008,6.60963010787964
Cuba,CUB,2008,0.161249995231628
Cuba,CUB,2013,0.487360000610352
Cyprus,CYP,2008,94.9301910400391
Czech Republic,CZE,2008,2.39515995979309
Czech Republic,CZE,2013,2.9290599822998
Democratic Republic of Congo,COD,2008,1.23653995990753
Democratic Republic of Congo,COD,2013,1.30940997600555
Denmark,DNK,2008,2.15250992774963
Denmark,DNK,2013,1.80445003509521
Djibouti,DJI,2008,61.241771697998
East Asia & Pacific,,2008,1.64339995384216
East Asia & Pacific,,2013,1.83457005023956
East Asia & Pacific (all income levels),,2008,1.8298499584198
East Asia & Pacific (all income levels),,2013,1.92042005062103
Ecuador,ECU,2008,1.6381299495697
Egypt,EGY,2008,0.484820008277893
Egypt,EGY,2013,0.796949982643127
El Salvador,SLV,2008,1.9585599899292
El Salvador,SLV,2013,1.74292004108429
Estonia,EST,2008,5.17173004150391
Estonia,EST,2013,6.43710994720459
Ethiopia,ETH,2008,1.25479996204376
Euro area,,2008,2.82341003417969
Euro area,,2013,3.70641994476318
Europe & Central Asia,,2008,3.32661008834839
Europe & Central Asia,,2013,3.50237989425659
Europe & Central Asia (all income levels),,2008,2.24416995048523
Europe & Central Asia (all income levels),,2013,2.82113003730774
European Union,,2008,2.50588011741638
European Union,,2013,3.24622988700867
Finland,FIN,2008,2.09482002258301
Finland,FIN,2013,2.67354011535645
France,FRA,2008,2.12870001792908
France,FRA,2013,3.5951099395752
Georgia,GEO,2008,6.41043996810913
Georgia,GEO,2013,8.78514957427979
Germany,DEU,2013,4.28495979309082
Ghana,GHA,2008,4.0682201385498
Ghana,GHA,2013,2.49423003196716
Guatemala,GTM,2013,0.95999002456665
Guinea,GIN,2008,5.64874982833862
Guinea,GIN,2013,5.16710996627808
Guyana,GUY,2008,19.5401000976563
Heavily indebted poor countries (HIPC),,2008,4.84865999221802
Heavily indebted poor countries (HIPC),,2013,3.76028990745544
High income,,2008,1.60791003704071
High income,,2013,1.90347003936768
Honduras,HND,2008,1.73504996299744
Honduras,HND,2013,1.81958997249603
Hong Kong,HKG,2008,13.3073902130127
Hong Kong,HKG,2013,10.5944299697876
Hungary,HUN,2008,1.6912499666214
Hungary,HUN,2013,2.37149000167847
Iceland,ISL,2008,14.3727598190308
India,IND,2008,1.06701004505157
India,IND,2013,0.636879980564117
Indonesia,IDN,2008,0.792050004005432
Iran,IRN,2008,0.951070010662079
Iran,IRN,2013,1.14592003822327
Ireland,IRL,2008,10.0777101516724
Israel,ISR,2008,4.08658981323242
Israel,ISR,2013,3.94337010383606
Italy,ITA,2008,1.57728004455566
Jamaica,JAM,2008,9.9146203994751
Jamaica,JAM,2013,5.37885999679565
Japan,JPN,2008,1.29077005386353
Jordan,JOR,2008,5.34535980224609
Kazakhstan,KAZ,2013,6.25438976287842
Kuwait,KWT,2013,23.401330947876
Kyrgyzstan,KGZ,2008,1.56747996807098
Kyrgyzstan,KGZ,2013,2.06765007972717
Laos,LAO,2008,4.34196996688843
Laos,LAO,2013,3.63614010810852
Latin America & Caribbean,,2008,0.891260027885437
Latin America & Caribbean,,2013,0.834529995918274
Latin America & Caribbean (all income levels),,2008,0.947650015354156
Latin America & Caribbean (all income levels),,2013,0.873520016670227
Latvia,LVA,2008,3.18043994903564
Latvia,LVA,2013,6.65138006210327
Least developed countries: UN classification,,2008,3.74635004997253
Least developed countries: UN classification,,2013,3.13460993766785
Lebanon,LBN,2008,7.24391984939575
Lebanon,LBN,2013,5.21116018295288
Lesotho,LSO,2013,12.0975303649902
Liechtenstein,LIE,2008,107.875
Lithuania,LTU,2008,3.47022008895874
Lithuania,LTU,2013,7.45032978057861
Low & middle income,,2008,1.82411003112793
Low & middle income,,2013,1.73298001289368
Low income,,2008,3.51377010345459
Low income,,2013,2.89438009262085
Lower middle income,,2008,1.70221996307373
Lower middle income,,2013,1.34837996959686
Luxembourg,LUX,2008,207.970764160156
Macao,MAC,2008,5.38670015335083
Macao,MAC,2013,7.57164001464844
Macedonia,MKD,2008,9.10054969787598
Madagascar,MDG,2008,6.64800977706909
Madagascar,MDG,2013,4.35127019882202
Malaysia,MYS,2008,6.10308980941772
Maldives,MDV,2008,41.8784217834473
Mali,MLI,2008,5.85180997848511
Malta,MLT,2008,10.7087602615356
Mauritania,MRT,2008,25.3430805206299
Mauritania,MRT,2013,22.3871002197266
Mauritius,MUS,2008,29.6624908447266
Mauritius,MUS,2013,14.5136003494263
Mexico,MEX,2008,0.976140022277832
Mexico,MEX,2013,0.82166999578476
